Date,Open,High,Low,Close,Adj Close,Volume
2022-03-18,21.750000,22.170000,21.090000,22.070000,22.070000,5692100
2022-03-21,22.100000,23.900000,21.590000,23.000000,23.000000,3876800
2022-03-22,22.850000,24.799999,22.440001,23.520000,23.520000,7493600
2022-03-23,23.530001,23.790001,21.940001,22.020000,22.020000,5798000
2022-03-24,22.190001,22.190001,20.760000,22.100000,22.100000,3247700
2022-03-25,23.000000,24.510000,22.110001,22.590000,22.590000,13273300
2022-03-28,22.430000,26.480000,21.879999,26.320000,26.320000,12213600
2022-03-29,25.700001,28.780001,25.260000,27.230000,27.230000,11685700
2022-03-30,26.950001,27.219999,22.650000,22.750000,22.750000,6089500
2022-03-31,22.930000,24.320000,22.260000,22.530001,22.530001,4384500
2022-04-01,22.530001,22.870001,21.700001,22.840000,22.840000,3193000
2022-04-04,22.760000,23.840000,22.650000,22.820000,22.820000,2655800
2022-04-05,22.790001,23.180000,21.680000,21.809999,21.809999,2121100
2022-04-06,21.309999,22.020000,20.940001,21.650000,21.650000,2783200
2022-04-07,21.530001,21.690001,18.850000,19.870001,19.870001,4810200
2022-04-08,19.820000,20.120001,19.270000,19.480000,19.480000,2208100
2022-04-11,19.080000,19.780001,18.580000,19.270000,19.270000,3026800
2022-04-12,19.170000,19.660000,17.799999,17.969999,17.969999,4802100
2022-04-13,15.770000,18.620001,15.750000,17.760000,17.760000,20083300
2022-04-14,17.209999,17.639999,16.030001,17.330000,17.330000,6914700
2022-04-18,17.090000,17.740000,16.280001,16.930000,16.930000,4212100
2022-04-19,16.850000,17.870001,16.500000,16.870001,16.870001,3721500
2022-04-20,16.870001,16.969999,16.059999,16.379999,16.379999,3401900
2022-04-21,16.350000,16.830000,16.180000,16.340000,16.340000,2612100
2022-04-22,16.180000,18.600000,16.000000,17.459999,17.459999,14552800
2022-04-25,16.830000,17.510000,16.260000,17.280001,17.280001,4856100
2022-04-26,17.090000,17.250000,15.500000,15.610000,15.610000,4038300
2022-04-27,15.680000,15.680000,14.660000,14.670000,14.670000,4024400
2022-04-28,14.830000,14.900000,13.820000,14.750000,14.750000,5485700
2022-04-29,14.590000,14.890000,13.550000,13.610000,13.610000,4607000
2022-05-02,13.600000,13.790000,12.850000,13.720000,13.720000,4258400
2022-05-03,13.750000,14.280000,13.330000,14.040000,14.040000,3010500
2022-05-04,13.850000,14.240000,13.440000,14.220000,14.220000,3022800
2022-05-05,13.860000,13.950000,12.530000,12.760000,12.760000,4780500
2022-05-06,12.570000,12.660000,11.770000,12.070000,12.070000,3968000
2022-05-09,11.750000,11.890000,10.910000,10.970000,10.970000,4749200
2022-05-10,11.180000,11.250000,9.830000,10.110000,10.110000,5570000
2022-05-11,10.170000,10.500000,9.060000,9.220000,9.220000,5318200
2022-05-12,9.120000,10.550000,8.800000,9.400000,9.400000,7601100
2022-05-13,9.590000,10.050000,9.400000,9.640000,9.640000,5063000
2022-05-16,9.510000,9.770000,9.210000,9.400000,9.400000,3233900
2022-05-17,9.500000,10.150000,9.150000,9.760000,9.760000,5827400
2022-05-18,9.310000,9.500000,8.520000,8.900000,8.900000,7661700
2022-05-19,8.720000,9.830000,8.600000,9.660000,9.660000,8018900
2022-05-20,9.660000,9.660000,8.310000,8.700000,8.700000,6029500
2022-05-23,8.750000,8.750000,8.090000,8.330000,8.330000,5756700
2022-05-24,8.290000,8.290000,7.510000,7.810000,7.810000,5184600
2022-05-25,7.690000,8.490000,7.590000,8.180000,8.180000,7667100
2022-05-26,8.240000,9.240000,8.240000,8.540000,8.540000,6629800
2022-05-27,8.600000,9.470000,8.560000,9.230000,9.230000,5108700
2022-05-31,9.180000,9.490000,8.570000,8.650000,8.650000,4035600
2022-06-01,8.620000,8.760000,8.170000,8.380000,8.380000,5623900
2022-06-02,8.330000,8.930000,8.060000,8.430000,8.430000,9081700
2022-06-03,8.220000,8.410000,8.010000,8.100000,8.100000,4382700
2022-06-06,8.160000,8.390000,7.940000,8.100000,8.100000,4232600
2022-06-07,7.900000,8.480000,7.760000,8.420000,8.420000,5114700
2022-06-08,8.420000,8.680000,8.110000,8.150000,8.150000,5197700
2022-06-09,8.100000,8.130000,7.330000,7.360000,7.360000,6257400
2022-06-10,7.180000,7.370000,7.000000,7.120000,7.120000,4713200
2022-06-13,6.830000,6.870000,6.360000,6.470000,6.470000,5796100
2022-06-14,6.530000,6.950000,6.300000,6.950000,6.950000,4884600
2022-06-15,6.950000,7.190000,6.500000,6.610000,6.610000,6611900
2022-06-16,6.390000,6.400000,5.950000,6.130000,6.130000,6863100
2022-06-17,6.200000,6.850000,6.080000,6.680000,6.680000,10128200
2022-06-21,6.880000,7.170000,6.650000,6.700000,6.700000,5434600
2022-06-22,6.390000,6.920000,6.220000,6.570000,6.570000,6665300
2022-06-23,6.550000,7.150000,6.470000,7.130000,7.130000,5735500
2022-06-24,7.170000,7.480000,6.790000,7.000000,7.000000,10017700
2022-06-27,6.770000,7.020000,6.410000,6.750000,6.750000,7456600
2022-06-28,6.700000,6.870000,6.350000,6.530000,6.530000,8411000
2022-06-29,5.460000,5.460000,4.910000,4.990000,4.990000,35110100
2022-06-30,4.850000,5.330000,4.730000,4.970000,4.970000,19239200
2022-07-01,4.900000,5.020000,4.380000,4.710000,4.710000,15458200
2022-07-05,4.600000,4.830000,4.460000,4.640000,4.640000,13157100
2022-07-06,4.710000,4.760000,4.440000,4.470000,4.470000,13904300
2022-07-07,4.780000,5.950000,4.640000,5.440000,5.440000,61761200
2022-07-08,5.300000,5.420000,5.010000,5.090000,5.090000,16182800
2022-07-11,5.050000,5.120000,4.740000,4.800000,4.800000,8280800
2022-07-12,4.800000,5.270000,4.780000,5.040000,5.040000,10399100
2022-07-13,4.960000,5.200000,4.900000,5.080000,5.080000,6246600
2022-07-14,4.970000,5.090000,4.700000,4.730000,4.730000,7775000
2022-07-15,4.810000,5.080000,4.720000,4.960000,4.960000,8156200
2022-07-18,4.990000,5.210000,4.940000,4.960000,4.960000,5940600
2022-07-19,5.010000,5.370000,5.010000,5.250000,5.250000,6494500
2022-07-20,5.220000,5.710000,5.210000,5.590000,5.590000,7280900
2022-07-21,5.550000,5.840000,5.180000,5.810000,5.810000,18301900
2022-07-22,5.800000,5.800000,5.050000,5.110000,5.110000,9401700
2022-07-25,5.100000,5.120000,4.770000,5.040000,5.040000,6428200
2022-07-26,4.820000,4.860000,4.590000,4.600000,4.600000,7406100
2022-07-27,4.680000,4.770000,4.540000,4.680000,4.680000,6523000
2022-07-28,4.650000,4.840000,4.550000,4.840000,4.840000,3902000
2022-07-29,4.820000,5.070000,4.690000,5.030000,5.030000,8428700
2022-08-01,4.940000,5.770000,4.860000,5.770000,5.770000,11455300
2022-08-02,5.780000,6.530000,5.640000,5.790000,5.790000,19063200
2022-08-03,5.750000,6.140000,5.580000,6.070000,6.070000,13848000
2022-08-04,6.060000,6.490000,6.000000,6.150000,6.150000,9060800
2022-08-05,6.660000,8.290000,6.520000,8.160000,8.160000,52776900
2022-08-08,10.920000,13.340000,10.750000,11.410000,11.410000,122664300
2022-08-09,11.650000,11.990000,8.630000,9.790000,9.790000,74699100
2022-08-10,10.600000,10.630000,8.880000,10.510000,10.510000,51988200
2022-08-11,10.680000,11.450000,10.060000,10.630000,10.630000,37538600
2022-08-12,11.040000,13.280000,10.390000,12.950000,12.950000,80134300
2022-08-15,15.000000,17.049999,13.370000,16.000000,16.000000,164667900
2022-08-16,15.720000,28.600000,15.360000,20.650000,20.650000,395319900
2022-08-17,26.940001,30.000000,22.500000,23.080000,23.080000,261697600
2022-08-18,19.059999,20.809999,16.160000,18.549999,18.549999,174914300
2022-08-19,11.550000,12.550000,10.260000,11.030000,11.030000,136514200
2022-08-22,9.600000,11.510000,9.170000,9.240000,9.240000,77313800
2022-08-23,9.630000,9.820000,8.450000,8.780000,8.780000,39608100
2022-08-24,11.070000,11.970000,9.730000,10.360000,10.360000,116214600
2022-08-25,10.160000,10.340000,9.410000,10.100000,10.100000,35282900
2022-08-26,10.550000,11.420000,10.100000,10.700000,10.700000,57215400
2022-08-29,11.490000,14.880000,10.820000,13.350000,13.350000,138793700
2022-08-30,14.480000,15.150000,11.520000,12.110000,12.110000,108053800
2022-08-31,8.810000,9.970000,8.760000,9.530000,9.530000,81008400
2022-09-01,9.070000,9.400000,8.620000,8.710000,8.710000,31421700
2022-09-02,8.510000,8.750000,8.170000,8.630000,8.630000,31243800
2022-09-06,7.330000,7.750000,6.870000,7.040000,7.040000,32500500
2022-09-07,6.900000,8.280000,6.840000,7.910000,7.910000,42453100
2022-09-08,7.610000,8.260000,7.550000,8.240000,8.240000,22252300
2022-09-09,8.300000,9.120000,8.210000,8.930000,8.930000,26081100
2022-09-12,8.980000,9.380000,8.660000,9.170000,9.170000,20285600
2022-09-13,9.090000,9.100000,8.350000,8.370000,8.370000,14506500
2022-09-14,8.450000,8.990000,8.010000,8.760000,8.760000,14550500
2022-09-15,8.740000,9.330000,8.510000,8.790000,8.790000,15408200
2022-09-16,8.670000,8.740000,8.010000,8.020000,8.020000,15586000
2022-09-19,8.000000,8.290000,7.670000,8.030000,8.030000,12785300
2022-09-20,7.990000,8.200000,7.550000,7.600000,7.600000,8696000
2022-09-21,7.540000,7.720000,7.270000,7.270000,7.270000,8802500
2022-09-22,7.290000,7.290000,6.760000,7.090000,7.090000,9052200
2022-09-23,6.780000,7.120000,6.500000,6.670000,6.670000,9628100
2022-09-26,6.720000,7.150000,6.340000,6.370000,6.370000,9577600
2022-09-27,6.640000,6.760000,6.260000,6.380000,6.380000,7908500
2022-09-28,6.170000,6.570000,6.060000,6.460000,6.460000,9994900
2022-09-29,6.470000,6.570000,5.820000,6.190000,6.190000,14187700
2022-09-30,6.160000,6.480000,5.980000,6.090000,6.090000,7678000
2022-10-03,6.050000,6.100000,5.830000,5.990000,5.990000,6330400
2022-10-04,6.140000,6.690000,6.130000,6.530000,6.530000,14676600
2022-10-05,6.330000,6.350000,5.900000,5.970000,5.970000,8426500
2022-10-06,5.960000,6.110000,5.810000,5.870000,5.870000,5995400
2022-10-07,5.790000,5.840000,5.400000,5.420000,5.420000,6115400
2022-10-10,5.270000,5.530000,5.050000,5.300000,5.300000,7085500
2022-10-11,5.200000,5.330000,4.860000,5.050000,5.050000,8488000
2022-10-12,5.020000,5.440000,4.930000,5.280000,5.280000,8892100
2022-10-13,5.000000,5.490000,4.920000,5.150000,5.150000,8354900
2022-10-14,5.150000,5.330000,4.910000,4.930000,4.930000,7368500
2022-10-17,4.930000,5.300000,4.930000,5.170000,5.170000,6733700
2022-10-18,5.400000,5.550000,5.090000,5.290000,5.290000,7975900
2022-10-19,5.280000,5.290000,4.960000,5.000000,5.000000,7182400
2022-10-20,5.000000,5.210000,4.870000,5.050000,5.050000,8712900
2022-10-21,5.000000,5.020000,4.540000,4.670000,4.670000,12278100
2022-10-24,4.700000,4.720000,4.260000,4.260000,4.260000,9155900
2022-10-25,4.290000,5.530000,4.260000,5.290000,5.290000,51888700
2022-10-26,4.880000,5.730000,4.860000,5.000000,5.000000,27052600
2022-10-27,5.160000,5.430000,4.970000,4.980000,4.980000,16162400
2022-10-28,4.780000,4.860000,4.480000,4.590000,4.590000,16014100
2022-10-31,4.840000,5.030000,4.560000,4.570000,4.570000,17541800
2022-11-01,4.700000,4.780000,4.400000,4.410000,4.410000,10556500
2022-11-02,4.390000,4.420000,4.020000,4.040000,4.040000,12033600
2022-11-03,4.050000,4.110000,3.950000,4.020000,4.020000,8260700
2022-11-04,4.070000,4.070000,3.870000,3.980000,3.980000,8066300
2022-11-07,4.010000,4.030000,3.730000,3.950000,3.950000,8769100
2022-11-08,3.960000,4.120000,3.850000,4.000000,4.000000,7875500
2022-11-09,3.980000,3.990000,3.520000,3.540000,3.540000,11966300
2022-11-10,3.870000,3.890000,3.610000,3.880000,3.880000,16181900
2022-11-11,3.790000,4.140000,3.720000,3.950000,3.950000,13799000
2022-11-14,3.650000,3.870000,3.520000,3.740000,3.740000,25332100
2022-11-15,3.830000,3.940000,3.670000,3.730000,3.730000,14659500
2022-11-16,3.600000,3.620000,3.460000,3.490000,3.490000,13075200
2022-11-17,3.460000,3.490000,3.330000,3.450000,3.450000,8821800
2022-11-18,3.500000,3.510000,3.350000,3.380000,3.380000,6703300
2022-11-21,3.380000,3.380000,3.040000,3.110000,3.110000,11051400
2022-11-22,3.160000,3.240000,3.110000,3.180000,3.180000,7302100
2022-11-23,3.180000,3.450000,3.180000,3.330000,3.330000,10006500
2022-11-25,3.400000,3.400000,3.220000,3.240000,3.240000,3983900
2022-11-28,3.180000,3.220000,2.960000,3.040000,3.040000,12236200
2022-11-29,3.080000,3.470000,2.990000,3.180000,3.180000,14859000
2022-11-30,3.160000,3.410000,3.110000,3.400000,3.400000,11648200
2022-12-01,3.400000,3.840000,3.310000,3.540000,3.540000,28127500
2022-12-02,3.520000,3.730000,3.370000,3.600000,3.600000,11313500
2022-12-05,3.540000,4.180000,3.530000,3.610000,3.610000,21976800
2022-12-06,3.540000,3.650000,3.200000,3.340000,3.340000,12809300
2022-12-07,3.300000,3.430000,3.220000,3.270000,3.270000,6414500
2022-12-08,3.320000,3.420000,3.130000,3.330000,3.330000,9975900
2022-12-09,3.270000,3.310000,3.080000,3.080000,3.080000,8378600
2022-12-12,3.120000,3.140000,3.000000,3.130000,3.130000,7991300
2022-12-13,3.220000,3.390000,2.840000,2.950000,2.950000,17371200
2022-12-14,2.950000,3.050000,2.820000,2.910000,2.910000,7162000
2022-12-15,2.850000,3.090000,2.840000,2.980000,2.980000,7518100
2022-12-16,2.940000,2.990000,2.820000,2.980000,2.980000,10566600
2022-12-19,2.940000,2.940000,2.730000,2.780000,2.780000,7599300
2022-12-20,2.790000,3.000000,2.690000,2.710000,2.710000,8268200
2022-12-21,2.740000,2.780000,2.610000,2.650000,2.650000,6025100
2022-12-22,2.610000,2.620000,2.440000,2.510000,2.510000,8185400
2022-12-23,2.520000,2.630000,2.450000,2.580000,2.580000,6537000
2022-12-27,2.550000,2.590000,2.450000,2.470000,2.470000,5104900
2022-12-28,2.510000,2.530000,2.360000,2.390000,2.390000,5557900
2022-12-29,2.400000,2.540000,2.370000,2.520000,2.520000,7000800
2022-12-30,2.480000,2.530000,2.380000,2.510000,2.510000,6610300
2023-01-03,2.640000,2.740000,2.250000,2.310000,2.310000,18274500
